Title;Description;Show_type;runtime;Release_year;genres;imdb_score;imdb_votes;tmdb_popularity;tmdb_score
Rajarajan;What the movie has in store for you, wait and watch this space for more updates.;MOVIE;171;1957;['drama'];;;1.121;4
Doosara Aadmi;Nisha (Raakhee), an accomplished architect is a reclusive after the tragic death of her boyfriend, Shashi Saigal (Shashi Kapoor). This is when Karan Saxena (Rishi Kapoor) offers her employment with his advertising agency, she accepts. Though only she knows that Karan, newly married with Timsi (Neetu Singh) resembles Shashi a lot, and she will do anything in her power to get him.;MOVIE;143;1977;['drama', 'family', 'romance'];6.3;201;1.788;10
The Devil and Leroy Bassett;Leroy Bassett and his dim-witted brothers go on the lam after freeing their friend Keema from jail.;MOVIE;85;1973;['action', 'drama'];4;76;0.6;4
Bandish;Kishan (Rajesh Khanna), the rich and spoiled son, studying medicine in college, of a wealthy man (Om Prakash) is taught a lesson in humility by fellow student, Madhu (Hema Malini), and he undergoes a dramatic transformation, and also falls in love with her. Their dreams are shattered when Madhu is killed by Kapilkumar (Danny Denzongpa), and a devastated Kishan relocates to a small village to practice medicine. He meets with Chanchal, an exact look-alike of Madhu, and finds himself drawn towards her, and she too is attracted to him. But does fate have positive results for Kishan?;MOVIE;151;1980;['drama', 'crime', 'romance', 'action'];6.2;65;1.02;4
En Kadamai;Dharmalingam (M.R. Radha), a rich landlord, is the father of two sons and a daughter. His eldest son has a love marriage with a poor teacher's daughter, Kamala,. Dharmalingam disowns them. The son dies and Kamala is left homeless, with a little child. Nathan (M.G.R.), a police officer, gives Kamala shelter in his house and decides to help her fight her case for property. But Kamala is murdered on the way to the court hearing. Fingers point at Dharmalingam and his son Shankar (M.N. Nambiar). Ironically, Shankar and Nathan's sister Uma are in love. Nathan comes to investigate the case and falls in love with Dharmalingam's daughter Sarasu. Now, Nathan is in a dilemma. Should he protect Shankar as he is his sister's sweetheart or should he drop the case as he loves Dharmalingam's daughter. Or is the real murderer someone else?;MOVIE;130;1964;['drama'];5.7;22;0.901;6
The Missouri Traveler;Byron Turner, a 15-year-old runaway from the Eatondale Orphan Asylum, receives a ride into the rural Missouri town of Delphi with rich land-owner Tobias Brown.;MOVIE;103;1958;['western', 'drama', 'family'];6.3;249;1.729;6.4
Goldtown Ghost Riders;A singing frontier judge (Gene Autry) dismisses a case of double jeopardy.;MOVIE;57;1953;['western', 'comedy', 'music'];6.4;75;0.6;
One Minute Before Death;A woman finds herself possessed by the soul of another woman trapped inside a painting. Based on a work by Edgar Allan Poe, aka The Oval Portrait.;MOVIE;86;1972;['horror'];3.6;271;0.952;3.7
The Lady Says No;The feminist author of a national best-seller titled The Lady Says No meets a sexist magazine photographer and decides she'd rather say yes.;MOVIE;80;1952;['comedy', 'romance'];5.3;379;1.4;4.5
The Windsplitter;Bobby Joe Smith returns to his home in a small town, having changed his name, his outlook on life, and gained a career as a Hollywood star. Bobby Joe finds a renewed love in Jenny Jenkins, his childhood sweetheart, whose father is the town reverend and who believes that Bobby Joe has returned as a corrupt and demoralized person. Jenny's father jealously wants no connections between Bobby and Jenny, and takes measures to keep Bobby Joe from attending any of the Homecoming activities by persuading some local boys to beat him up. This builds to a crashing climax which is utterly shocking and unexpected.;MOVIE;100;1971;['drama'];5.4;69;0.6;
The White Orchid;In the Southern Mexican jungle, an adventurous archaeologist is accompanied by an equally daring female photographer in a search for a lost Toltec city. They engage a guide to lead them on their expedition, and soon find themselves in the jungle's depths, far from civilization. Soon both the guide and the archaeologist are vying for the affection of the photographer. They must all deal with enormous danger and sacrifice before their quest is complete.;MOVIE;81;1954;['romance', 'drama'];4.4;180;1.685;4.3
Napoleon Hill's Master Key;In 1954, Napoleon Hill, along with W. Clement Stone, produced a historic television broadcast. And now, for the first time, the archived films are being presented to you in their original and complete form.;SHOW;14;1954;['documentation'];7.2;137;;
Antony Firingee;Antony Firingee was a Portuguese-Indian who became a famous Bengali poet musician and fell in love with Shakila. She agreed to marry him after revealing her tragic history. But his fame was not enough to overcome their ostracisation and tragedy struck again.;MOVIE;157;1967;['drama'];7.6;185;0.621;10
Thiruvarul;After rising to fame, a staunch devotee of Lord Murugan devotes his wealth for the development of a temple. However, trouble brews up when his wife misinterprets his generous nature.;MOVIE;125;1975;['fantasy'];;;0.84;
Captain John Smith and Pocahontas;The story of, well, Captain John Smith and Pocahontas. Jamestown. Early 1600s.;MOVIE;75;1953;['drama', 'romance', 'history'];4.4;171;1.714;
House of the Black Death;Two brothers, both of whom are warlocks, use their powers and covens of witches to battle over the family fortune.;MOVIE;89;1965;['horror'];3.5;260;3.689;4
Rock 'n' Roll Revue;Rock'n Roll Revue is a 1955 American film directed by Joseph Kohn. The film was compiled for theatrical exhibition from the made-for-television short films produced by Snader and Studio Telescriptions, with newly-filmed host segments by Willie Bryant;MOVIE;69;1955;['music'];;;1.491;3
Guns Don't Argue;The actions of various criminals such as Dillinger, Pretty Boy Floyd, Bonnie and Clyde and Baby Face Nelson are reenacted in this film.;MOVIE;92;1957;['crime', 'drama'];5.1;102;0.972;
Incident on a Dark Street;A small-time hood is murdered just as he is about to blow the whistle on an organized crime ring.;MOVIE;96;1973;['crime', 'drama'];4.9;187;2.643;5
Naanum Oru Penn;The plot revolves around the dark complexioned and uneducated girl and how she convinces everyone that more than appearance and education, it is the character which is important for a woman.;MOVIE;155;1963;['drama'];5.8;9;0.621;6
On Top of Old Smoky;Poachers are harassing toll road owner Jen Larrabee. They want her land because it holds valuable minerals. Autry and the Cass County Boys, mistaken for Texas Rangers, help out.;MOVIE;59;1953;['western'];6.8;70;0.621;5
Sahodari;Pazhani has two children — Chandiran and Meena. Meena is married. Chandiran loves Pankajam. His father and grandmother want him to marry a relative girl, Thangam, who is very helpful to the family. But Chandiran marries Pankajam defying them. Although brought in for comic relief, the ever-loveable J. P. Chandrababu and his milkman character became the real irresistible pull of this family melodrama. Director A. Bhimsingh—a rare talent to have successes in both South Indian and Hindi cinemas—masterfully blends lightness and pathos.;MOVIE;175;1959;[];5.4;6;0.6;
Night of Red Wine;A man and a woman, both disappointed with their partners, meet by chance at the beginning of the night. They will spend the night together drinking red wine in Barcelona's Chinatown.;MOVIE;94;1966;['drama', 'european'];6.6;95;1.144;5.8
Street of Shadows;A saloon owner falls in love with the abused wife of a heavy gambler.  He is snared into a web of intrigue when an ex-girlfriend is found murdered in his apartment.;MOVIE;84;1953;['crime', 'drama'];5.9;268;2.182;5.3
The Old West;Doc Lockwood and his gang are trying to take away Autry's contract for supplying horses to the stagecoach line. Parson Brooks joins Autry in an effort to clean up the town of Sadderlock.;MOVIE;61;1952;['western', 'music', 'action'];6.4;80;0.849;
Face the Music;A famed trumpet player is suspected of murdering a blues singer. Using only two minor clues, he narrows the suspects to four people, but only after surviving poison placed on the mouthpiece of his trumpet!;MOVIE;84;1954;['drama', 'crime'];5.8;165;2.794;5.9
The Four Deuces;This is a tongue-in-cheek crime melodrama that became a 'Late Late Show' fixture in the 1980s, according to the DVD sleeve, Jack Palance plays Vic Morono, a high-ranking Prohibition-era mobster with a weakness for women who is waging an ongoing war with rival hoodlum Chico Hamilton (Warren Berlinger). Vic falls for gorgeous blonde Wendy (Carol Lynley). The film's title refers to the name of his speakeasy, and to his gang, which consists of himself, Wendy, and a brace comic-relief hoodlums. The Four Deuces opens with cartoon credits, and attempts a stylish comic strip look. Expecting some wit upon seeing the name Don Martin in the credits will drive you stark raving nuts - this is not the cartoonist who worked for "Mad" magazine. Light bondage and female flesh scenes might have upped ratings for those 1980s "Late Late Show" airings. Perhaps most notable is the that Ms. Lynley and Mr. Berlinger worked much more memorably together in the stage and film versions of Blue Denim;MOVIE;87;1976;['action', 'comedy'];4.1;235;1.473;4
Little Moon And Jud McGraw;Enlivened by the star turns from James Caan and Sammy Davis Jr., we follow the tale of a not-so-reputable hero. Jud McGraw and a less than innocent Native American maid, known as Little Moon. They have both come to the deserted town of Black Nullar to settle old scores. Out of the smoldering cinders of the town, love finds a way in this deligtful romantic western.;MOVIE;91;1975;['western', 'action'];3.1;416;2.072;2.2
La Cambiale;The Posalaquaglia cousins are two small scammers and make a living of expedients: Dante receives as recognition for Tommaso a bill of one hundred thousand lire from the famous financier Bruscatelli, who ends up in prison immediately afterwards.;MOVIE;105;1959;['comedy', 'european'];6.7;330;3.998;6.7
She Waits;When a newlywed woman is taken to her husband's hometown to meet his mother, she is possessed by the vengeful spirit of his previous wife.;MOVIE;74;1972;['horror'];5.7;330;1.638;5.8
Day of the Wolves;A group of six thieves selected from different areas are sent a letter that promises them a minimum of $50,000 and includes a plane ticket. The letter instructs them to grow a beard. After being given a blindfolded ride from the airport, they arrive at a ghost town and meet with the boss (Number #1, Jan Murray). All of the "Wolves" are assigned a number, wear identical overalls and instructed never to take off the gloves that they are given. They are only to address eachother by their numbers, in that way, if one is caught, he can't rat-out the others. Number #1 reveals to them that they will take over a town, and clean it out. Using the ghost town for training, they develop their tactics to fleece the town.;MOVIE;91;1971;['drama', 'crime'];5.8;306;1.386;6.6
The Racing Scene;The story of James Garner's year with his racing team, from the time he bought the car, and assembled his team through Mexico, England, Florida and Canada.;MOVIE;90;1969;['documentation'];7.6;98;0.985;6
Fireball 500;Stock car racer Dave Owens plays into the hands of whiskey runners by agreeing to drive in a cross-country road race.;MOVIE;92;1966;['action', 'comedy', 'drama', 'sport'];5;518;2.613;4
The Brass Legend;During a ride with his new pony Sinoya, the young Clay Gibson by chance finds the secret housing of the multiple murderer Tris Hatten. He reports immediately to Sheriff Adams, who strongly recommends him not to tell anybody about it. Unfortunately Clay talks to his father nevertheless. He believes Adams just wanted fame and reward for himself and accuses him in the newspaper. Thereby he endangers his son, who's now targeted by a killer which Tris' girlfriend Winnie hired for revenge. Written by Tom Zoerner;MOVIE;79;1956;['western', 'drama', 'action'];6.2;314;1.102;5.9
Valley of Fire;An outcast gambler hijacks a wagon train of eligible women taken west by a mayor.;MOVIE;70;1951;['western', 'action', 'music'];5.9;97;1.973;
Mr. Imperium;A pretty singer/dancer is becoming an actress whereas the playboy crown prince is becoming a monarch. The both will have their clandestine romance interfered with by their changing circumstances.;MOVIE;87;1951;['drama', 'romance'];5;487;1.132;4.4
Gun Brothers;Recently discharged cavalry sergeant Chad Santee (Buster Crabbe) joins his brother, Jubal (Neville Brand), and discovers that Jubal is a wanted outlaw.  On the way he meets Rose Fargo and rescues her from the unwanted advances of a gambler, "Blackjack". When Chad and Rose arrive they find that Jubal and his partner, Shawnee, are really rustlers and outlaws. Jubal tries to get Chad to join them but he refuses, and leaves to set up his own homestead with Rose at his side. Later, the repentant Jubal comes to join him. Shawnee, angry at what he considers a double-cross, attacks the brothers with his gang.;MOVIE;79;1956;['western'];5.8;211;1.778;4.5
Bruce Lee The Invincible;After turning against friends of his Kung Fu teacher, Cheung Li Kung is banished to Malaysia, but instead of reforming, Cheung sets up a casino to steal wages back from the miners who work for him. When he also kidnaps the local store owner's daughter, and beats her after she refuses his advances, only those familiar with the invincible techniques of Bruce Lee can stop Cheung's evil use of Kung Fu. They must battle the menacing Malaysian bullwhip expert, and even berserk apes, in furious non-stop action that demonstrates the Shaolin Grand Master's deadly dragon fist, snake and tiger techniques.;MOVIE;92;1978;['action'];4.7;215;1.37;3.5
They Call It Murder;A small-town district attorney is saddled with several major investigations, including a gambler's murder and a possible insurance scam.;MOVIE;95;1971;['drama'];5.4;235;0.84;6.3
Black Angels;When an African-American biker gang is tricked into believing that a white biker gang is planning a war, all hell breaks loose.;MOVIE;87;1970;['drama', 'action'];4.3;143;1.312;4.5
Shadows in an Empty Room;An Ottawa police captain searches for the person who poisoned his sister, who was attending the university in Montreal. So desperate is he for revenge that he begin to use his own brutal methods to find the killer. Soon he discovers that not everything is what he thought it was.;MOVIE;100;1976;['thriller', 'action', 'crime', 'drama'];6.4;820;2.917;5.5
The Chinese Caper;After being discharged by the Air Force, a pilot tries to make a living in Taipei.;MOVIE;90;1975;['action', 'drama'];4.1;26;0.876;
Anandha Jodhi;Anandha Jodhi is a Tamil language film starring MGR in the lead role of the protagonist;MOVIE;152;1963;['drama', 'action', 'crime', 'thriller'];7;33;0.6;6.5
Mitzi... What's Hot, What's Not;Mitzi Gaynor and her guests Gavin MacLeod (The Love Boat), John McCook (The Young and the Restless), and musician Benny Goodman explore trends of the 1970's ranging from Jazz and Disco to Soap Operas and King Tut-mania. Songs include "Satin Doll," "I'm Hip" (with Goodman), "Nice Work if You Can Get it," and "Can't Smile Without You.";MOVIE;60;1978;['music', 'comedy'];8.5;17;0.876;
Prem Nagar;A man (Rajesh Khanna) comes to the rescue of a woman (Hema Malini) who is being molested by her boss and hires her on as his secretary.;MOVIE;158;1974;['romance', 'drama'];6.2;131;1.126;
The Proud and Damned;A group of five Confederate mercenaries led by Sergeant Will Hansen must choose sides carefully in a small village where they find themselves trapped in the middle of a rebellion. The group is torn as to whether they should honor the powerful military dictator who forces them to spy for him or help the local village fight for its independence. Follow Sergeant Hansen and his men as they make a decision that could cost them their lives.;MOVIE;92;1972;['western'];4.4;366;1.533;3.7
Wetbacks;Former Coastguardsmen Jim Benson is about to lose his boat when a couple approaches him for a fishing charter. Jim departs just ahead of the Sherrif with drunken Shanks, and his companion Sally (Gates). Shanks takes off into a small Mexican village after a fight with Jim, stranding both Sally and him with no money. Two local men hear of Jim's plight, and offer him money to smuggle a batch of illegal aliens, called Wetbacks, into the U.S. He agrees but is blackmailed into continuing to run the smuggling operation. Afraid, Jim decides to make a run for it, but someone close to him reveals themselves as a US Immigration agent and asks him to assist them in shutting down the smugglers for good.;MOVIE;89;1956;['crime', 'action', 'drama'];5.2;85;1.301;5.7
Dangerous Assignment;"The Commissioner" sent US special agent Steve Mitchell to exotic locales where he encounters adventure and international intrigue, all played out using extreme violence.;SHOW;27;1952;['action'];7;112;3.936;
Kuladeivam;Kula Deivam was based on a Bengali film Banga Kora by noted writer Prabhavathi Devi Saraswathi;MOVIE;168;1956;[];;;1.121;5
Deya Neya;The son of a wealthy industrialist aspires to be a singer against the wishes of his father.;MOVIE;120;1963;['drama'];8.1;359;0.871;10
Crime and Passion;Financier persuades his mistress to marry a rich industrialist for his money, then discovers that he and the new wife are to be murdered by her new husband.;MOVIE;96;1976;['thriller', 'drama', 'crime', 'romance'];5;327;2.076;8
Pinkfong! Halloween Songs;It's time to celebrate Halloween with ghosts and monsters. Let's sing and dance with monster friends. Meet Pinkfong's fun, educational videos that captured the hearts of millions of children around the world. Enjoy hundreds of kids' favorite songs and stories created by educational experts.;SHOW;1;1969;['music', 'animation', 'family'];3.6;5;;
Ek Baar Kaho;Film starring Navin Nischol, Shabana Azmi and Dilip Dhawan;MOVIE;133;1980;['drama', 'family', 'romance'];6.8;56;1.371;
Terraces;Story of the various joys and crises of neighbors who share terraces in a high-rise apartment building.;MOVIE;73;1977;['drama'];6.1;69;1.027;5.7
Anuraag;Bombay-based Rajesh lives a fairly wealthy lifestyle with his parents, mom - a housewife and dad - a rather parsimonious businessman, named Amirchand. One day while walking on the beach, he comes across a beautiful blind girl named Shivani. He instantly falls in love with her. She also likes him, but understands that they cannot be married. Regardless of this, Rajesh asks his parents to permit him to marry her, to which his mother agrees, but his father refuses. Then Mr. Rai, Amirchand's friend, intervenes, he offers to pay for getting Shivani's eyes tested, and if she succeeds in getting her sight, then and only then can Amirchand permit his son to marry her.;MOVIE;125;1972;['drama', 'family'];6.6;136;1.34;
The Loners;On his motorcycle Stein, a half-blood Indian, tries to stay out of the hands of the police, who are chasing him for accidentally killing a cop. Together with his friend Alan and a beautiful but desperate girl Stein will get involved in a robbery and more death. The police intensify the search, but the three won't give up that easily.;MOVIE;79;1972;['drama', 'action'];4.9;135;1.084;5
The Lone Gun;Cruze arrives in town and when he stands up to the three Moran brothers, he gets appointed Marshal. First the brothers kill a rancher while framing another man. But when the jailer is murdered, Cruze gets evidence the Morans did it. He tries to raise a posse to chase them down but the townsmen refuse to go. So he rides off by himself to face the three of them.;MOVIE;90;1954;['western', 'romance'];5.8;458;1.658;4.9
St. Benny the Dip;A gang of con artists disguise themselves as clerics in order to pull off a job, but soon find that even pretending to be religious people is having an effect on them.;MOVIE;80;1951;['comedy', 'crime'];5.7;269;2.46;5.8
The Walking Target;An ex-con finds unexpected romance with the widow of his former accomplice as he tries to collect his hidden loot.;MOVIE;75;1960;['crime', 'drama'];6.1;202;1.235;
The Police Dog Story;After exhaustive training, a police dog joins an arson investigation.;MOVIE;62;1961;['crime', 'drama'];5.5;54;0.6;
Kansas Pacific;Just before the Civil War (but after the South has seceded), Southern saboteurs try to prevent railroad construction from crossing Kansas to the frontier, army captain Nelson is sent out to oppose them. As the tracks push westward, Nelson must contend with increasingly violent sabotage, while trying to romance the foreman's pretty daughter Barbara.;MOVIE;73;1953;['western', 'action'];5.7;704;2.394;4.6
Life Is Tough, Eh Providence?;This Italian western comedy has no shooting deaths, but a lot of fistfights. Provvidenza is a bounty hunter. He makes his living solely by catching his dim but powerful friend, the Hurricane Kid (Gregg Palmer) and turning him in for the reward money. A fully armed horseless carriage is one of the inventive elements of this film. One of the film's sillier highlights is an amazingly loud and long belch by the Kid. -From http://www.spaghetti-western.net;MOVIE;100;1972;['western', 'comedy', 'european'];5.6;242;3.368;6.6
Black Jesus;A thinly-disguised biography of African leader Patrice Lumumba, here called Lalubi. Lalubi, a Christ-like leader determined to save his people, by passive resistance, from the dictatorial regime propped up by European colonialists, is imprisoned and tortured, along with a thief who comes to a greater understanding through his contact with Lalubi.;MOVIE;89;1968;['drama'];6.5;278;1.575;5.3
Huk!;After 14 years in the United States, Greg Dickson returns to his family's plantation in the Philippines to settle his slain father's estate. Boyhood friend Bart Rogers and his wife Cindy meet Greg's plane at Manila, but he dismisses their warnings about the marauding Huks, fanatic guerrillas who are plundering nearby plantations. They repulse a Huk attack on the way to the plantation and are met by Stephen Rogers, Bart's father and the village schoolteacher. With him is Philippine Army Major Balatbat who tells Greg that Kalak, leader of the Huks and murderer of Greg's father, is also after him.;MOVIE;84;1956;['action', 'drama', 'romance', 'war'];5.9;102;1.212;5.5
Marshal of Cedar Rock;Banker Mason is after the ranchers land so he can resell it to the railroad for a profit. He has the railroad agent killed and replaces him with his stooge who then offers even less than Mason. But Rocky eventually suspects Mason and when Bill Anderson informs him the agent is a fake, they head out after Mason;MOVIE;54;1953;['western'];6.3;106;0.6;6
My Outlaw Brother;Danny, a greenhorn from New York comes to the Mexican border in search for his older brother whom he has always looked up to. A Texas Ranger charged with bringing  in, El Tigre and his gang of bandits,  takes Danny under his wing.;MOVIE;82;1951;['western', 'action', 'romance'];5.1;294;1.498;5.5
Lucy's Really Lost Moments;The legendary Lucille Ball as you've never seen her before! Laugh along with Lucy and Desi in these extremely rare television appearances, beautifully restored! Includes a rare appearance of the I Love Lucy cast on the Bob Hope Show and the lost Lucy pilot. A must-have collection of gems from the first lady of comedy! - The I Love Lucy cast on the Bob Hope Show - Westinghouse special with Lucy and Desi - Segment with Lucy on the game show I've Got a Secret with panelist Johnny Carson - A rare lost Lucy pilot directed by Desi.;MOVIE;71;1956;['comedy'];7.3;60;0.6;10
Apache Country;A criminal gang provokes the local Apaches in order to divert the authorities' attention from their own activities.;MOVIE;62;1952;['western', 'music', 'action'];5.8;123;1.711;
Captain Scarface;A group of communist spies plan to blow up an essential commercial artery, the Panama Canal. To this end, they have kidnapped a nuclear scientist and are traveling by steamship to the coast of South America. Luckily for western civilization, the hard-nosed ship's captain, played by Barton MacLane, has other ideas.;MOVIE;72;1953;['romance', 'action', 'drama', 'thriller'];4.7;229;1.837;4.5
Rebellion of the Hanged;A peasant who works in a mahogany camp in the Mexican jungles with his family is disgusted with the miserable living conditions imposed upon himself and his co-workers, the peasant finally spearheads a revolt against the sadistic bosses.;MOVIE;83;1954;['drama'];7.3;147;0.936;6.8
Champ vs. Champ;A gang leader targets the daughter of an enemy who's been promised to a local fighter. After losing his leg to a poison arrow, the fighter learns to fight again using a metal leg.;MOVIE;85;1980;['action'];5.7;126;0.6;6.5
Blockbusters;Blockbusters is an American game show which had two separate runs in the 1980s. Created by Steve Ryan for Mark Goodson Productions, the first series debuted on NBC on October 27, 1980 and aired until April 23, 1982. In the first series, a team of two family members competed against a solo contestant. Blockbusters was revived on NBC from January 5 to May 1, 1987, but featured only two contestants competing.  Bill Cullen hosted the 1980–1982 version, with Bob Hilton as announcer. Johnny Olson and Rich Jeffries substituted for Hilton on occasion, with Jeffries taking over for the final two weeks. Bill Rafferty hosted the 1987 version, with Jeffries announcing the entire run.;SHOW;28;1980;['family'];7.4;103;2.253;
Ramu;Raja returns from war only to learn that tragedy struck his family while he was away. He decides to help his son by leaving his village and seeking treatment for him.;MOVIE;150;1966;['drama'];;;0.6;
Mission to Glory: A True Story;Father Kino , a 17th-century Jesuit missionary, dedicated his life to helping Native Americans in the Southwest by teaching them agricultural skills as well as building missions and spreading Christianity. An explorer, astronomer and map maker, Father Kino surmounted numerous challenges as he journeyed through California, Arizona and Mexico.;MOVIE;116;1977;['western'];;;0.62;5
Sawan Ki Ghata;Sawan Ki Ghata is a 1966 Bollywood film produced and directed by Shakti Samanta. The film stars Manoj Kumar, Sharmila Tagore, Mumtaz, Pran, Madan Puri.;MOVIE;136;1966;['romance'];6.3;66;0.912;8
Love Island;US-Navy pilot Lt. Richard Tabor crash-lands on a south Pacific isle called Love Island in English. Richard befriends the Balinese beauty Sarna. The bad and jealous Jaraka doesn't like their friendship, so he has Sarna's father Aryuna arrested on a vague charge. Jaraka tells Aryuna that he only will be released when his daughter marries him.;MOVIE;66;1953;['comedy', 'romance'];3.6;95;1.4;3.4
Pachai Vilakku;Pachai Vilakku (English: Green Lantern) is a 1964 Indian Tamil film, directed by A. Bhim Singh and produced by Rama. Arangannal, A. R. Hassan Khan and T. S. Aadhi Narayanan. The film stars Sivaji Ganesan, C. R. Vijayakumari, S. S. Rajendran and S. V. Ranga Rao in lead roles. The film had musical score by Viswanathan–Ramamoorthy.;MOVIE;155;1964;['romance'];6.2;15;1.151;5.5
Hills of Utah;A singing doctor (Gene Autry) on horseback heals a feud between cattlemen and copper miners.;MOVIE;70;1951;['western'];6.4;90;1.01;
Karamoja;The filmed record of an expedition to the African interior, with scenes of animal life and native customs and practices.;MOVIE;63;1955;['documentation'];6.2;37;0.6;3
Secret of Deep Harbor;A reporter learns that his girlfriend's father, an old sea captain, is being paid by the mob to transport gangsters out of the country.;MOVIE;70;1961;['drama', 'thriller'];5.2;62;1.578;
Outlaw's Son;A young boy grows to adulthood believing his father was the man responsible for a murder committed during a bank robbery.;MOVIE;88;1957;['western', 'drama', 'action'];6.1;178;1.231;5.7
Oriental Evil;Set in post war Japan, the film tells the tale of a woman looking for her missing brother. Her brother operated a small export business and has suddenly disappeared. Strangely his business partner has also vanished.;MOVIE;64;1952;['drama'];5;53;0.677;
Colorado Sundown;The Hurley's own a lumber mill and want to harvest all the timber in the valley. They kill the Forester and substitute their brother Dusty in his place. Dusty then says all the trees are infected and must be cut down. But Rex Allen is suspicious and writes to the Forestry Department and gets involved with the murders.;MOVIE;67;1952;['western', 'action', 'comedy', 'music'];6.2;146;1.041;3
Bad Charleston Charlie;A pair of miners attempt to muscle their way into a life of crime. 'Hilarity' ensues.;MOVIE;91;1973;['comedy', 'crime'];3.8;25;1.304;5.6
Amar Saheed Bhagat Singh;Amar Shaheed Bhagat Singh is a biopic movie based on the life of Shaheed Bhagat Singh. The hardships faced by this freedom fighter for our country, is well portrayed in this film.;MOVIE;131;1974;['action'];;;0.6;
Harichandra;Harichandra (Tamil: ஹரிச்சந்திரா) is a 1968 Indian Tamil film, directed by K. S. Prakash Rao and produced by G. Varalakshmi. The film stars Sivaji Ganesan, G. Varalakshmi, T. S. Balaiah and K. A. Thangavelu in lead roles. The film had musical score by K. V. Mahadevan;MOVIE;158;1968;['drama'];8.1;11;0.6;
High School Caesar;Matt Stevens is the big man at high school. He sweats the students for protection money, acquires copies of tests for a fee, and has rigged the votes so he can beat Kelly in the election for student president. Aside from his anointed acolytes, Matt is almost universally despised. His parents are obscenely rich and spend their time travelling in Europe rather than giving him the parental guidance he needs. Things begin to get ugly when some of the teens resist his power and show Matt up at the drag race.;MOVIE;75;1960;['drama'];5;284;0.6;6.3
Karuppu Panam;The city witnesses series of abductions, burglary, extortion-all involving rich people. Police investigations lead to the ring leader of a gang and the discovery is shocking.;MOVIE;129;1964;['drama'];;;;
Thai Pirandhal Vazhi Pirakkum;Thai Piranthal Vazhi Pirakkum is a Tamil Emotional Family Drama. Prem Nazir is a doctor and son of V.K.Ramasamy who gives much importance to money. V.K.Ramasamy doesn't like S.S.Rajendran as he supports farmers. Rajasulochana is S.S.Rajendran's sister. Her marriage gets stopped and S.S.Rajendran goes to jail because of V.K.Ramasamy. The rest of the story is how S.S.Rajendran avenges V.K.Ramasamy.;MOVIE;138;1958;[];;;;
Annai;Savithri, who does not have any kids with her husband, decides to adopt her sister's child. Things take a turn when her sister meets her child after many years and yearns for him.;MOVIE;150;1962;['drama'];5.1;9;0.6;
Texans Never Cry;A Texas Ranger tries to bring down counterfeiters selling fake lottery tickets.;MOVIE;67;1951;['western'];6.3;88;1.091;
Kaakum Karangal;After her husband’s death, a woman struggles to raise her only son. Later, he becomes a famous surgeon and gets married to a wealthy girl but misunderstandings drive them apart.;MOVIE;140;1965;['drama'];;;0.6;
Journey to Freedom;An Eastern European escapes to America, where Communist agents try to track him down.;MOVIE;60;1957;['drama'];4.6;34;0.6;
History of a Scoundrel;A woman betrayed and betrayed by a man falls into despair and ends up killing him.;MOVIE;85;1964;['thriller', 'crime', 'drama'];6.4;19;0.6;6.1
Annaiyum Pithavum;AVM Rajan the protagonist lives in a joint family is an easy going guy. Unfortunately AVM Rajan's father loses his eyesight in an accident and family struggles financially to run daily life. AVM Rajan joins for job and meets Vanishree. How AVM Rajan and Vanishree break the plans of Cho and conduct AVM Rajan's sister Lakshmi's marriage and how everyone gets united forms the climax of the movie.;MOVIE;154;1969;['drama'];6.6;9;0.6;
Daag;Sunil and Sonia are attracted to each other, and both get married. On the way to celebrate their honeymoon, they spend a night at Sunil's boss's bungalow, which is occupied by his son, Dhiraj. Dhiraj welcomes the two, and allows them to spend the night. Next morning, when Sunil leaves the house, Dhiraj sexually assaults Sonia, but he is interrupted by Sunil's return. A fight ensues, and Dhiraj is killed. The police arrest Sunil, and he is sentenced to prison for life. On the way to the prison, a fight breaks out amongst the prisoners, and the driver loses control, killing all occupants of the van. Devastated at this turn of events, Sonia relocates and becomes a school-teacher and lives as a widow. Years later, she finds out that Sunil is still alive, now goes by the name ‘Sudhir’, is married to a rich and attractive woman named Chandni, and even has a child.;MOVIE;146;1973;['romance', 'music', 'drama'];6.8;488;0.889;
New Mexico;Captain Hunt of the cavalry is trying to promote good relations with the Indian chief Acoma. But Hunt's superiors in the military insist on pursuing policies that will provoke a conflict, and Chief Acoma is not willing to let himself be insulted.;MOVIE;76;1951;['western'];5.6;171;1.1;4
The Naked Hills;Tracy Powell, an Indiana farmer, gets the gold fever and heads for Stockton, California in 1849. There, he abandons his first partner, Bert Killian, and teams up with Sam Wilkins, a claim jumper employed by Willis Haver. Six years later, Powell returns to Indiana and his sweetheart, Julie. They marry and he tries farming again but, on the night their son is born, he takes off again searching for gold. This time he heads for the hills with an inveterate prospector, Jimmo McCann. A decade later, the two are still hunting for their big strike when McCann is killed in an accident. Powell returns home with news of a big strike but the deserted Julie will have nothing to do with him. His friend Killian will not believe him but Haver, now a banker gives him a small loan and then beats him out of his claim. Many years pass before he comes home, now sixty-years-old, and this time, his wife and son open their home to him. But he vows to go prospecting come next spring.;MOVIE;72;1956;['western'];5.5;212;2.336;4.4
